value,date,filename,description,operating country,listing country,currency,sector,industry
21.7550000,11-30-2025,SCIA,SCI Engineered Materials Inc,United States,United States,USD,Information Technology,Semiconductors
21.7350000,11-30-2025,QBAK,Qualstar Corp,United States,United States,USD,Information Technology,Computers & Peripherals
21.7322000,11-30-2025,TLPH,Talphera Inc,United States,United States,USD,Health Care,Pharmaceuticals
21.7029000,11-30-2025,AYTU,Aytu Biopharma Inc,United States,United States,USD,Consumer Discretionary,Consumer Services
21.7002000,11-30-2025,AHT,"Ashford Hospitality Trust, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
21.6982000,11-30-2025,ITRM,Iterum Therapeutics Plc,Ireland,United States,USD,Health Care,Pharmaceuticals
21.3906000,11-30-2025,ECROE,ECC Capital Corporation,United States,United States,USD,Real Estate,Real Estate Investment Trusts
21.2646000,11-30-2025,NNVC,NanoViricides Inc,United States,United States,USD,Health Care,Pharmaceuticals
21.2412000,11-30-2025,JVA,Coffee Holding Co. Inc,United States,United States,USD,Consumer Staples,Beverages
21.1598000,11-30-2025,BRRE,Blue Ridge Real Estate Co,United States,United States,USD,Real Estate,Real Estate Management & Development
21.0841000,11-30-2025,SGRP,Spar Group Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
21.0078000,11-30-2025,AIJTY,Jianpu Technology Inc,Cayman Islands,United States,USD,Finance,Consumer Finance
20.9000000,11-30-2025,GYRO,Gyrodyne LLC,United States,United States,USD,Real Estate,Real Estate Investment Trusts
20.8566000,11-30-2025,JSDA,Jones Soda Co,United States,United States,USD,Consumer Staples,Beverages
20.7900000,11-30-2025,TOOD,Thermwood Corporation,United States,United States,USD,Industrials,Machinery
20.7879000,11-30-2025,JOB,GEE Group Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
20.3101600,11-30-2025,LNAI,Lunai Bioworks Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
20.2052700,11-30-2025,RVSN,Rail Vision Ltd,Israel,United States,USD,Industrials,Railroad Equipment
20.1120000,11-30-2025,BFNH,BioForce Nanosciences Holdings,United States,United States,USD,Health Care,Biotechnology & Life Sciences
20.0664200,11-30-2025,NINE,Nine Energy Service Inc,United States,United States,USD,Energy,Energy Equipment & Services
19.6920000,11-30-2025,BNKK,Bonk Inc,United States,United States,USD,Health Care,Pharmaceuticals
19.6690000,11-30-2025,TXMD,TherapeuticsMD Inc,United States,United States,USD,Energy,Oil & Gas Production
19.5749400,11-30-2025,INTS,Intensity Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
19.4712000,11-30-2025,LIXT,Lixte Biotechnology Holdings Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
19.4340000,11-30-2025,CKX,CKX Lands Inc,United States,United States,USD,Energy,Oil & Gas Production
19.4076000,11-30-2025,DLPN,DOLPHIN ENTERTAINMENT INC,United States,United States,USD,Consumer Discretionary,Consumer Services
19.3826000,11-30-2025,RENT,Rent the Runway Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
19.3116000,11-30-2025,ALLR,Allarity Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
19.3037813,11-30-2025,SBDS,Solo Brands Inc,United States,United States,USD,Consumer Discretionary,Retail - Internet & Media
19.2546000,11-30-2025,FBPI,First Bancorp of Indiana Inc. (New),United States,United States,USD,Finance,Trusts & Thrifts
19.2454000,11-30-2025,CVKD,Cadrenal Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
19.1394000,11-30-2025,NSYS,"Nortech Systems, Inc.",United States,United States,USD,Industrials,Electrical Equipment
19.1386800,11-30-2025,MOGU,MOGU Inc,China,United States,USD,Consumer Discretionary,Retail - General
19.0620000,11-30-2025,NXL,Nexalin Technology Inc,United States,United States,USD,Health Care,Health Care Supplies
19.0265600,11-30-2025,ABCP,AmBase Corp,United States,United States,USD,Real Estate,Real Estate Management & Development
19.0012200,11-30-2025,CTRM,Castor Maritime Inc,Cyprus,United States,USD,Transports,Shipping
18.9960000,11-30-2025,SICPQ,Silvergate Cap Corp,United States,United States,USD,Finance,Banks
18.6858000,11-30-2025,DYSL,Dynasil Corp of America,United States,United States,USD,Materials,Chemicals
18.6448000,11-30-2025,LPCN,Lipocine Inc,United States,United States,USD,Health Care,Pharmaceuticals
18.6416000,11-30-2025,LOGN,Logansport Financial Corp,United States,United States,USD,Finance,Trusts & Thrifts
18.6144000,11-30-2025,ASST,Strive Inc,United States,United States,USD,Information Technology,Software
18.5500000,11-30-2025,ELCO,Elcom International Inc,United States,United States,USD,Communications,Internet
18.4680000,11-30-2025,OPTEY,Opthea Ltd,United States,United States,USD,Health Care,Biotechnology & Life Sciences
18.4642200,11-30-2025,CNFN,Cfn Enterprises Inc,United States,United States,USD,Communications,Internet
18.3912000,11-30-2025,SPRS,Surge Components Inc.,United States,United States,USD,Information Technology,Electronic Equipment
18.3330000,11-30-2025,MDRR,Medalist Diversified REIT Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
18.3100000,11-30-2025,MRAI,Marpai Inc,United States,United States,USD,Health Care,Health Care Services
18.3065000,11-30-2025,MXC,Mexco Energy Corp.,United States,United States,USD,Energy,Oil & Gas Production
18.2706000,11-30-2025,BATL,Battalion Oil Corp.,United States,United States,USD,Energy,Oil & Gas Production
18.2336000,11-30-2025,RAFI,"Regency Affiliates, Inc.",United States,United States,USD,Finance,Corporate Finance
18.1700000,11-30-2025,CIBN,Community Investors Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
18.0668000,11-30-2025,LIQT,LiqTech Intl Inc,United States,United States,USD,Industrials,Aerospace & Defense
17.9081800,11-30-2025,DTEAF,DAVIDsTEA Inc,United States,United States,USD,Consumer Staples,Beverages
17.8980000,11-30-2025,MTEX,Mannatech Inc,United States,United States,USD,Consumer Staples,Personal Products
17.8658667,11-30-2025,VANI,Vivani Medical Inc,United States,United States,USD,Health Care,Health Care Supplies
17.8416000,11-30-2025,SALM,Salem Media Group Inc,United States,United States,USD,Communications,Broadcasting
17.7925000,11-30-2025,WHLM,Wilhelmina Intl Inc,United States,United States,USD,Finance,Corporate Finance
17.7895500,11-30-2025,SIDU,Sidus Space Inc,United States,United States,USD,Information Technology,Communications Equipment
17.7741200,11-30-2025,CISO,CISO Glbl Inc,United States,United States,USD,Information Technology,Software
17.7433600,11-30-2025,FBRX,Forte Biosciences Inc. (Tocagen),United States,United States,USD,Health Care,Pharmaceuticals
17.6645000,11-30-2025,ONVC,Online Vacation Center Holdings Corp,United States,United States,USD,Consumer Discretionary,Hotels & Travel
17.5320000,11-30-2025,ALYAF,Alithya Group Inc,United States,United States,USD,Information Technology,IT Services
17.3880000,11-30-2025,WELX,WINLAND HOLDINGS CORP,United States,United States,USD,Information Technology,Electronic Equipment
17.3840000,11-30-2025,FPBC,First Pacific Bancorp,United States,United States,USD,Finance,Banks
17.3610000,11-30-2025,HUMA,Humacyte Inc,United States,United States,USD,Finance,Corporate Finance
17.2032000,11-30-2025,AUID,Authid Inc,United States,United States,USD,Information Technology,Software
17.1390000,11-30-2025,ATHA,"Athira Pharma, Inc.",United States,United States,USD,Health Care,Biotechnology & Life Sciences
17.1250000,11-30-2025,CRIS,Curis Inc,United States,United States,USD,Health Care,Pharmaceuticals
17.1190000,11-30-2025,BMNM,"Bimini Capital Management, Inc. Class A",United States,United States,USD,Real Estate,Real Estate Investment Trusts
17.0820000,11-30-2025,SYBX,Synlogic Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
17.0625000,11-30-2025,GOVB,Gouverneur Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
17.0154000,11-30-2025,MFON,Mobivity Holdings Corp.,United States,United States,USD,Information Technology,Software
16.9728000,11-30-2025,EVOK,Evoke Pharma Inc,United States,United States,USD,Health Care,Pharmaceuticals
16.9682500,11-30-2025,RDIB,Reading International Inc,United States,United States,USD,Consumer Discretionary,Leisure Facilities
16.9660000,11-30-2025,EBON,Ebang International Holdings Inc.,China,United States,USD,Information Technology,Communications Equipment
16.9500000,11-30-2025,VVOS,"Vivos Therapeutics, Inc.",United States,United States,USD,Health Care,Biotechnology & Life Sciences
16.8693000,11-30-2025,DVLT,WiSA Technologies Inc,United States,United States,USD,Industrials,Electrical Equipment
16.7965200,11-30-2025,ZCMD,Zhongchao Inc.,China,United States,USD,Information Technology,Software
16.7958000,11-30-2025,CCM,Concord Medical Services Holdings Ltd ADR,China,United States,USD,Health Care,Health Care Services
16.7883800,11-30-2025,PLAG,Planet Green Holdings Corp,United States,United States,USD,Consumer Staples,Food Products
16.7280000,11-30-2025,GLGI,"Greystone Logistics, Inc.",United States,United States,USD,Materials,Wood & Paper
16.6893750,11-30-2025,SPCE,Virgin Galactic Holdings Inc,United States,United States,USD,Finance,General Finance
16.6044000,11-30-2025,LEDS,SemiLEDS Corp,United States,United States,USD,Information Technology,Semiconductors
16.5924000,11-30-2025,GCTS,GCT Semiconductor Holding Inc,United States,United States,USD,Finance,Corporate Finance
16.5761000,11-30-2025,ARBK,Argo Blockchain PLC,United Kingdom,United States,USD,Finance,General Finance
16.3104000,11-30-2025,IRIX,Iridex Corp.,United States,United States,USD,Health Care,Health Care Supplies
16.2628085,11-30-2025,MAAS,Maase Inc,United States,United States,USD,Finance,Corporate Finance
16.2425000,11-30-2025,PULM,Pulmatrix Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
16.2048000,11-30-2025,GECSF,CIBT Education Group Inc,United States,United States,USD,Consumer Discretionary,Consumer Services
16.1015400,11-30-2025,BTOG,Bit Origin Ltd,United States,United States,USD,Consumer Staples,Food Products
16.0769700,11-30-2025,CHPT,ChargePoint Holdings Inc,United States,United States,USD,Finance,General Finance
16.0446000,11-30-2025,HOTH,Hoth Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
16.0080000,11-30-2025,USEA,United Maritime Corp,Greece,United States,USD,Transports,Shipping
15.8533200,11-30-2025,AKTX,Akari Therapeutics Plc ADR,United Kingdom,United States,USD,Health Care,Pharmaceuticals
15.8525000,11-30-2025,EONR,EON Resources Inc,United States,United States,USD,Finance,Corporate Finance
15.8152800,11-30-2025,GFAI,Guardforce AI Co Ltd,Thailand,United States,USD,Industrials,Commercial Services & Supplies
15.6285000,11-30-2025,ELSE,Electro-Sensors Inc.,United States,United States,USD,Information Technology,Electronic Equipment
15.5330000,11-30-2025,PT,Pintec Technology Holdings Ltd,China,United States,USD,Communications,Internet
15.4760000,11-30-2025,UNTN,United Tennessee Bankshares Inc,United States,United States,USD,Finance,Trusts & Thrifts
15.3803200,11-30-2025,LMFA,LM Funding America Inc,United States,United States,USD,Finance,Consumer Finance
15.3462900,11-30-2025,TETAA,"Teton Advisors Inc., Class A",United States,United States,USD,Finance,Corporate Finance
15.3400000,11-30-2025,THAR,Tharimmune Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
15.3252000,11-30-2025,FUFU,Arisz Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
15.1883875,11-30-2025,PLUR,Pluri Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
15.1259000,11-30-2025,IQST,iQSTEL Inc,United States,United States,USD,Utilities & Telecommunications,Telephone
15.0570000,11-30-2025,APCX,AppTech Payments Corp,United States,United States,USD,Health Care,Pharmaceuticals
15.0543888,11-30-2025,ASRT,Assertio Holdings Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
14.9930000,11-30-2025,ATGN,Altigen Communications Inc.,United States,United States,USD,Information Technology,Communications Equipment
14.8963200,11-30-2025,ANY,Sphere 3D Corp,Canada,United States,USD,Information Technology,Software
14.8114000,11-30-2025,DCGO,DocGo Inc,United States,United States,USD,Finance,Corporate Finance
14.7822000,11-30-2025,BLRX,BioLine RX Ltd,United States,United States,USD,Health Care,Biotechnology & Life Sciences
14.5260000,11-30-2025,NXGL,Nexgel Inc,United States,United States,USD,Health Care,Health Care Supplies
14.5024000,11-30-2025,ORBT,Orbit International Corp. (New),United States,United States,USD,Industrials,Electrical Equipment
14.4768000,11-30-2025,QMCI,Quotemedia.com Inc,United States,United States,USD,Communications,Internet
14.3825000,11-30-2025,LVLU,Lulu's Fashion Lounge Holdings Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
14.3754000,11-30-2025,SNES,SenesTech Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
14.3583000,11-30-2025,AMNP,American Sierra Gold Corp,United States,United States,USD,Materials,Gold & Silver
14.2909200,11-30-2025,CODX,Co-Diagnostics Inc,United States,United States,USD,Health Care,Health Care Supplies
14.2623000,11-30-2025,AIRI,Air Industries Group,United States,United States,USD,Industrials,Aerospace & Defense
14.1720000,11-30-2025,PCSV,PCS Edventures Com Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
14.1360000,11-30-2025,VKSC,Viskase Companies Inc.,United States,United States,USD,Materials,Wood & Paper
14.0400000,11-30-2025,SADL,Sadlier (William H) Inc,United States,United States,USD,Communications,Publishing
14.0045000,11-30-2025,ONMD,Onemednet Corp,United States,United States,USD,Finance,Corporate Finance
13.9776000,11-30-2025,FGI,FGI Industries Ltd,United States,United States,USD,Consumer Discretionary,Retail - Specialty
13.9650000,11-30-2025,TCOR,TreeCon Resources Inc,United States,United States,USD,Industrials,Distributors
13.9314000,11-30-2025,AMS,American Shared Hospital Services,United States,United States,USD,Health Care,Health Care Services
13.9110200,11-30-2025,LTUM,Lithium Corporation,United States,United States,USD,Materials,Copper & Zinc
13.8060000,11-30-2025,HOOB,Holobeam Inc.,United States,United States,USD,Real Estate,Real Estate Management & Development
13.7385000,11-30-2025,EVTL,Vertical Aerospace Ltd,United States,United States,USD,Finance,Corporate Finance
13.7172000,11-30-2025,IAALF,Ibc Adv Alloys,Canada,United States,USD,Materials,Copper & Zinc
13.6960000,11-30-2025,PFHO,Pacific Health Care Organization Inc,United States,United States,USD,Health Care,Health Care Services
13.6485600,11-30-2025,WKHS,Workhorse Group Inc,United States,United States,USD,Consumer Discretionary,Automobile Parts
13.6325000,11-30-2025,CLWY,Calloway's Nursery Inc,United States,United States,USD,Consumer Discretionary,Retail - Specialty
13.6095000,11-30-2025,GTIM,Good Times Restaurants Inc.,United States,United States,USD,Consumer Discretionary,Restaurants
13.6079750,11-30-2025,QMCO,Quantum Corp,United States,United States,USD,Information Technology,Computers & Peripherals
